sample_percent,mean,std
0.1,11.106829948437863,0.2704791328463025
0.5,8.628396165900561,0.1511971207453644
1.0,3.4351940577046514,0.04510544876287794
5.0,1.0775859928665166,0.009287370149915207
10.0,0.6116191152991939,0.0023008925262538106
25.0,0.3404868930753605,0.0012655722963089498
