sample_percent,n_train,mean,std
0.1,3.0,1.346943725507284,0.5544946085020583
1.0,35.0,1.047239560278737,0.3018385768665735
5.0,175.0,0.6622009813063648,0.07067356862259579
10.0,350.0,0.5530800706472784,0.06792134504249064
25.0,876.0,0.4766377925437716,0.06625013337569408
50.0,1753.0,0.4173623505727965,0.03607676395488582
