inference_rule,n_train,num_LFs,seed,test_tau
true_label,2500.0,0.0,3.0,0.2563999891281128
true_label,5000.0,0.0,4.0,0.2488999664783477
true_label,5000.0,0.0,0.0,0.2466000020503997
true_label,500.0,0.0,2.0,0.2694000005722046
true_label,250.0,0.0,3.0,0.3013000190258026
true_label,1000.0,0.0,1.0,0.25529998540878296
true_label,1000.0,0.0,3.0,0.2615000009536743
true_label,500.0,0.0,0.0,0.2785999774932861
true_label,250.0,0.0,1.0,0.2985000014305115
true_label,5000.0,0.0,2.0,0.24480000138282776
true_label,2500.0,0.0,0.0,0.2519000172615051
true_label,250.0,0.0,4.0,0.3014999628067017
true_label,1000.0,0.0,4.0,0.2574000060558319
true_label,2500.0,0.0,2.0,0.2543999850749969
true_label,1000.0,0.0,0.0,0.2594000101089477
true_label,250.0,0.0,2.0,0.2908999919891357
true_label,500.0,0.0,3.0,0.28429996967315674
true_label,5000.0,0.0,1.0,0.24720001220703125
true_label,2500.0,0.0,4.0,0.2555999755859375
true_label,5000.0,0.0,3.0,0.2484000027179718
true_label,250.0,0.0,0.0,0.29670000076293945
true_label,500.0,0.0,1.0,0.2806000113487244
true_label,1000.0,0.0,2.0,0.26350000500679016
weighted_kemeny,5000.0,18.0,0.0,0.2462000250816345
weighted_kemeny,5000.0,18.0,1.0,0.2469000220298767
weighted_kemeny,5000.0,18.0,2.0,0.24700000882148745
weighted_kemeny,5000.0,18.0,3.0,0.2472001612186432
weighted_kemeny,5000.0,18.0,4.0,0.2473999857902527
weighted_kemeny,5000.0,18.0,5.0,0.2481999695301056
weighted_kemeny,5000.0,18.0,6.0,0.2514002472162247
weighted_kemeny,5000.0,18.0,7.0,0.2515999674797058
weighted_kemeny,5000.0,18.0,8.0,0.2522000074386597
weighted_kemeny,5000.0,18.0,9.0,0.2532999813556671
weighted_kemeny,5000.0,6.0,0.0,0.2521000206470489
weighted_kemeny,5000.0,6.0,1.0,0.2548999786376953
weighted_kemeny,5000.0,6.0,2.0,0.2556002736091614
weighted_kemeny,5000.0,6.0,3.0,0.2559001445770264
weighted_kemeny,5000.0,6.0,4.0,0.25620028376579285
weighted_kemeny,5000.0,6.0,5.0,0.2574999928474426
weighted_kemeny,5000.0,6.0,6.0,0.2577999830245972
weighted_kemeny,5000.0,6.0,7.0,0.2598002254962921
weighted_kemeny,5000.0,6.0,8.0,0.2598999738693237
weighted_kemeny,5000.0,6.0,9.0,0.2602999806404114
weighted_kemeny,5000.0,9.0,0.0,0.2491999864578247
weighted_kemeny,5000.0,9.0,1.0,0.2499000132083893
weighted_kemeny,5000.0,9.0,2.0,0.2500002682209015
weighted_kemeny,5000.0,9.0,3.0,0.2521002441644669
weighted_kemeny,5000.0,9.0,4.0,0.25250008702278137
weighted_kemeny,5000.0,9.0,5.0,0.25270000100135803
weighted_kemeny,5000.0,9.0,6.0,0.2541000247001648
weighted_kemeny,5000.0,9.0,7.0,0.2545999884605408
weighted_kemeny,5000.0,9.0,8.0,0.2556999921798706
weighted_kemeny,5000.0,9.0,9.0,0.25620001554489136
weighted_kemeny,5000.0,15.0,0.0,0.2439999580383301
weighted_kemeny,5000.0,15.0,1.0,0.24480000138282776
weighted_kemeny,5000.0,15.0,2.0,0.2492000162601471
weighted_kemeny,5000.0,15.0,3.0,0.251800000667572
weighted_kemeny,5000.0,15.0,4.0,0.2524000108242035
weighted_kemeny,5000.0,15.0,5.0,0.25300002098083496
weighted_kemeny,5000.0,15.0,6.0,0.2534999847412109
weighted_kemeny,5000.0,15.0,7.0,0.2534999847412109
weighted_kemeny,5000.0,15.0,8.0,0.2553999423980713
weighted_kemeny,5000.0,15.0,9.0,0.25540027022361755
weighted_kemeny,5000.0,12.0,0.0,0.2484999895095825
weighted_kemeny,5000.0,12.0,1.0,0.2488001883029937
weighted_kemeny,5000.0,12.0,2.0,0.2491999864578247
weighted_kemeny,5000.0,12.0,3.0,0.2499000132083893
weighted_kemeny,5000.0,12.0,4.0,0.2501002550125122
weighted_kemeny,5000.0,12.0,5.0,0.2505999803543091
weighted_kemeny,5000.0,12.0,6.0,0.2515999674797058
weighted_kemeny,5000.0,12.0,7.0,0.2530999779701233
weighted_kemeny,5000.0,12.0,8.0,0.25450000166893005
weighted_kemeny,5000.0,12.0,9.0,0.2558000087738037
weighted_kemeny,5000.0,21.0,0.0,0.2450999915599823
weighted_kemeny,5000.0,21.0,1.0,0.2450999915599823
weighted_kemeny,5000.0,21.0,2.0,0.24549999833106995
weighted_kemeny,5000.0,21.0,3.0,0.24639999866485604
weighted_kemeny,5000.0,21.0,4.0,0.2464999854564667
weighted_kemeny,5000.0,21.0,5.0,0.2464999854564667
weighted_kemeny,5000.0,21.0,6.0,0.2482999861240387
weighted_kemeny,5000.0,21.0,7.0,0.2488999962806701
weighted_kemeny,5000.0,21.0,8.0,0.2515000104904175
weighted_kemeny,5000.0,21.0,9.0,0.2525999546051025
weighted_kemeny,5000.0,3.0,0.0,0.2587999701499939
weighted_kemeny,5000.0,3.0,1.0,0.26100000739097595
weighted_kemeny,5000.0,3.0,2.0,0.2612999677658081
weighted_kemeny,5000.0,3.0,3.0,0.2627999782562256
weighted_kemeny,5000.0,3.0,4.0,0.2628999948501587
weighted_kemeny,5000.0,3.0,5.0,0.2630000114440918
weighted_kemeny,5000.0,3.0,6.0,0.26330000162124634
weighted_kemeny,5000.0,3.0,7.0,0.2671999931335449
weighted_kemeny,5000.0,3.0,8.0,0.2680000066757202
weighted_kemeny,5000.0,3.0,9.0,0.2700999975204468
snorkel,5000.0,18.0,0.0,0.2493999898433685
snorkel,5000.0,18.0,1.0,0.25189998745918274
snorkel,5000.0,18.0,2.0,0.2531999945640564
snorkel,5000.0,18.0,3.0,0.2531999945640564
snorkel,5000.0,18.0,4.0,0.2531999945640564
snorkel,5000.0,18.0,5.0,0.2531999945640564
snorkel,5000.0,18.0,6.0,0.2531999945640564
snorkel,5000.0,18.0,7.0,0.2531999945640564
snorkel,5000.0,18.0,8.0,0.2532999813556671
snorkel,5000.0,18.0,9.0,0.25339996814727783
snorkel,5000.0,6.0,0.0,0.2585999965667725
snorkel,5000.0,6.0,1.0,0.2603999972343445
snorkel,5000.0,6.0,2.0,0.26150020956993103
snorkel,5000.0,6.0,3.0,0.2632001340389252
snorkel,5000.0,6.0,4.0,0.26840001344680786
snorkel,5000.0,6.0,5.0,0.2684001922607422
snorkel,5000.0,6.0,6.0,0.26889997720718384
snorkel,5000.0,6.0,7.0,0.2695000171661377
snorkel,5000.0,6.0,8.0,0.2731000185012817
snorkel,5000.0,6.0,9.0,0.2732999920845032
snorkel,5000.0,9.0,0.0,0.2517000138759613
snorkel,5000.0,9.0,1.0,0.25190025568008423
snorkel,5000.0,9.0,2.0,0.25300002098083496
snorkel,5000.0,9.0,3.0,0.2533000111579895
snorkel,5000.0,9.0,4.0,0.2535999715328217
snorkel,5000.0,9.0,5.0,0.25620001554489136
snorkel,5000.0,9.0,6.0,0.2563002407550812
snorkel,5000.0,9.0,7.0,0.2612999677658081
snorkel,5000.0,9.0,8.0,0.26180002093315125
snorkel,5000.0,9.0,9.0,0.2620999813079834
snorkel,5000.0,15.0,0.0,0.2459999918937683
snorkel,5000.0,15.0,1.0,0.2494002282619477
snorkel,5000.0,15.0,2.0,0.2506999969482422
snorkel,5000.0,15.0,3.0,0.2512000203132629
snorkel,5000.0,15.0,4.0,0.2547000050544739
snorkel,5000.0,15.0,5.0,0.25509998202323914
snorkel,5000.0,15.0,6.0,0.2559000253677368
snorkel,5000.0,15.0,7.0,0.2569004148244858
snorkel,5000.0,15.0,8.0,0.2578001767396927
snorkel,5000.0,15.0,9.0,0.2580999732017517
snorkel,5000.0,12.0,0.0,0.25330018997192383
snorkel,5000.0,12.0,1.0,0.2541000247001648
snorkel,5000.0,12.0,2.0,0.25429999828338623
snorkel,5000.0,12.0,3.0,0.2554002106189728
snorkel,5000.0,12.0,4.0,0.25620001554489136
snorkel,5000.0,12.0,5.0,0.2576000094413757
snorkel,5000.0,12.0,6.0,0.2576000094413757
snorkel,5000.0,12.0,7.0,0.2576000094413757
snorkel,5000.0,12.0,8.0,0.2576000094413757
snorkel,5000.0,12.0,9.0,0.2576000094413757
snorkel,5000.0,21.0,0.0,0.2480999827384949
snorkel,5000.0,21.0,1.0,0.2493999898433685
snorkel,5000.0,21.0,2.0,0.2512999773025513
snorkel,5000.0,21.0,3.0,0.251800000667572
snorkel,5000.0,21.0,4.0,0.25279998779296875
snorkel,5000.0,21.0,5.0,0.25279998779296875
snorkel,5000.0,21.0,6.0,0.25279998779296875
snorkel,5000.0,21.0,7.0,0.25279998779296875
snorkel,5000.0,21.0,8.0,0.25279998779296875
snorkel,5000.0,21.0,9.0,0.2559000253677368
snorkel,5000.0,3.0,0.0,0.2703999876976013
snorkel,5000.0,3.0,1.0,0.2709000110626221
snorkel,5000.0,3.0,2.0,0.27110013365745544
snorkel,5000.0,3.0,3.0,0.2736002504825592
snorkel,5000.0,3.0,4.0,0.27480000257492065
snorkel,5000.0,3.0,5.0,0.2755999863147736
snorkel,5000.0,3.0,6.0,0.27570001780986786
snorkel,5000.0,3.0,7.0,0.2759999930858612
snorkel,5000.0,3.0,8.0,0.2759999930858612
snorkel,5000.0,3.0,9.0,0.2759999930858612
